OrderNumber,OrderDate,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Line Total,Total Unit Cost
SO - 0008015,3/12/2015,52,Wholesale,USD,FLR025,617,17,10,207.70,"2,077.00",122.54
SO - 0009940,3/12/2015,78,Wholesale,USD,AXW291,702,18,12,"6,452.10","77,425.20","2,903.45"
SO - 000620,3/12/2015,173,Wholesale,USD,AXW291,391,15,11,"2,405.30","26,458.30","1,635.60"
SO - 0005227,3/12/2015,106,Distributor,USD,AXW291,684,1,6,"6,056.80","36,340.80","4,118.62"
SO - 0006245,3/12/2015,172,Wholesale,USD,AXW291,169,13,9,998.30,"8,984.70",718.78
SO - 0006671,3/12/2015,117,Wholesale,USD,GUT930,307,7,11,"1,145.70","12,602.70",458.28
SO - 0007261,3/12/2015,56,Distributor,USD,GUT930,70,14,10,964.80,"9,648.00",578.88
SO - 0008993,3/12/2015,70,Wholesale,USD,AXW291,438,2,7,180.90,"1,266.30",144.72
SO - 0002219,3/12/2015,128,Export,USD,GUT930,795,6,5,"5,641.40","28,207.00","4,456.71"
SO - 0003108,3/12/2015,128,Export,USD,AXW291,7,2,6,"1,125.60","6,753.60",529.03
SO - 0003202,3/12/2015,41,Distributor,USD,GUT930,464,9,9,"5,849.10","52,641.90","2,632.10"
SO - 0005451,3/12/2015,120,Wholesale,USD,NXH382,28,20,8,"3,390.20","27,121.60","2,339.24"
SO - 0009025,3/12/2015,135,Wholesale,USD,AXW291,953,4,7,"1,969.80","13,788.60","1,654.63"
SO - 0001056,3/12/2015,154,Distributor,USD,NXH382,11,20,5,"2,881.00","14,405.00","1,325.26"
SO - 0001612,3/12/2015,166,Distributor,USD,FLR025,260,5,11,"3,953.00","43,483.00","2,490.39"
SO - 0004227,3/12/2015,164,Wholesale,USD,NXH382,466,5,11,"3,845.80","42,303.80","1,653.69"
SO - 0005176,3/12/2015,71,Wholesale,USD,AXW291,405,11,5,"3,819.00","19,095.00","2,940.63"
SO - 0005223,3/12/2015,63,Export,USD,AXW291,599,16,7,"2,398.60","16,790.20","1,990.84"
SO - 0007436,3/12/2015,36,Wholesale,USD,NXH382,920,25,11,"1,232.80","13,560.80",813.65
SO - 0007973,3/12/2015,46,Wholesale,USD,AXW291,419,25,6,"5,386.80","32,320.80","2,908.87"
SO - 0008226,3/12/2015,121,Wholesale,USD,AXW291,976,20,11,938.00,"10,318.00",684.74
SO - 0010040,3/12/2015,19,Wholesale,USD,AXW291,833,16,8,"5,152.30","41,218.40","2,524.63"
SO - 0004841,3/13/2015,113,Wholesale,USD,AXW291,596,5,8,"3,845.80","30,766.40","2,384.40"
SO - 0005983,3/13/2015,168,Distributor,USD,AXW291,511,25,8,167.50,"1,340.00",70.35
SO - 0006268,3/13/2015,5,Export,USD,AXW291,604,5,8,"1,025.10","8,200.80",656.06
SO - 0009968,3/13/2015,33,Wholesale,USD,GUT930,496,26,8,"3,859.20","30,873.60","2,431.30"
SO - 000638,3/13/2015,136,Distributor,USD,AXW291,245,25,5,924.60,"4,623.00",536.27
SO - 000891,3/13/2015,117,Export,USD,AXW291,918,5,6,"1,829.10","10,974.60",987.71
SO - 0002522,3/13/2015,24,Wholesale,USD,NXH382,565,15,12,207.70,"2,492.40",110.08
SO - 0002626,3/13/2015,24,Wholesale,USD,GUT930,299,26,7,261.30,"1,829.10",216.88
SO - 0002907,3/13/2015,47,Wholesale,USD,NXH382,38,30,7,"3,832.40","26,826.80","2,912.62"
SO - 0005642,3/13/2015,72,Wholesale,USD,GUT930,201,20,7,"1,085.40","7,597.80",651.24
SO - 0006900,3/13/2015,105,Wholesale,USD,GUT930,18,3,6,884.40,"5,306.40",619.08
SO - 0007531,3/13/2015,9,Wholesale,USD,NXH382,340,27,10,"1,869.30","18,693.00","1,345.90"
SO - 0010270,3/13/2015,173,Wholesale,USD,AXW291,988,22,10,703.50,"7,035.00",464.31
SO - 0010063,3/13/2015,55,Wholesale,USD,GUT930,355,9,11,"2,666.60","29,332.60","2,239.94"
SO - 0002152,3/13/2015,6,Wholesale,USD,AXW291,746,15,10,"1,976.50","19,765.00","1,581.20"
SO - 0006846,3/13/2015,46,Wholesale,USD,GUT930,802,30,11,"1,085.40","11,939.40",770.63
SO - 0006870,3/13/2015,69,Wholesale,USD,AXW291,863,19,8,"1,045.20","8,361.60",700.28
SO - 0007254,3/13/2015,21,Export,USD,AXW291,176,21,9,"1,273.00","11,457.00",814.72
SO - 0007885,3/13/2015,82,Distributor,USD,NXH382,208,23,5,"3,966.40","19,832.00","1,745.22"
SO - 0009112,3/13/2015,102,Wholesale,USD,NXH382,915,16,10,"3,926.20","39,262.00","2,748.34"
SO - 0010108,3/13/2015,38,Wholesale,USD,GUT930,299,2,5,201.00,"1,005.00",158.79
SO - 000966,3/13/2015,132,Wholesale,USD,NXH382,806,2,5,"3,115.50","15,577.50","1,246.20"
SO - 0002500,3/13/2015,79,Distributor,USD,FLR025,758,17,6,"1,018.40","6,110.40",519.38
SO - 0004411,3/13/2015,86,Wholesale,USD,GUT930,149,1,6,194.30,"1,165.80",102.98
SO - 0004675,3/13/2015,153,Wholesale,USD,AXW291,198,22,6,"1,011.70","6,070.20",607.02
SO - 0005100,3/13/2015,21,Wholesale,USD,NXH382,593,17,9,"1,092.10","9,828.90",567.89
SO - 0007328,3/13/2015,148,Wholesale,USD,AXW291,205,17,6,"3,912.80","23,476.80","2,425.94"
SO - 0007879,3/13/2015,85,Wholesale,USD,AXW291,658,2,8,"3,999.90","31,999.20","2,759.93"
SO - 0009177,3/13/2015,67,Wholesale,USD,GUT930,382,5,7,"2,499.10","17,493.70","1,074.61"
SO - 0009702,3/13/2015,163,Wholesale,USD,AXW291,138,26,9,234.50,"2,110.50",194.64
SO - 0002056,3/13/2015,50,Distributor,USD,AXW291,539,5,9,"5,701.70","51,315.30","4,789.43"
SO - 0005310,3/13/2015,111,Wholesale,USD,AXW291,17,25,12,"1,165.80","13,989.60",722.80
SO - 0005325,3/13/2015,105,Export,USD,AXW291,473,26,9,"1,112.20","10,009.80",633.95
SO - 0005349,3/13/2015,130,Distributor,USD,AXW291,633,5,5,167.50,837.50,134.00
SO - 0005528,3/13/2015,88,Wholesale,USD,AXW291,979,4,9,730.30,"6,572.70",584.24
SO - 0005706,3/13/2015,156,Distributor,USD,AXW291,133,2,7,844.20,"5,909.40",616.27
SO - 0010743,3/13/2015,165,Wholesale,USD,NXH382,37,25,9,"1,132.30","10,190.70",622.77
SO - 0008269,3/13/2015,14,Wholesale,USD,NXH382,458,26,9,"1,005.00","9,045.00",452.25
SO - 0003829,3/13/2015,76,Wholesale,USD,GUT930,230,16,5,951.40,"4,757.00",732.58
SO - 0006965,3/13/2015,97,Distributor,USD,GUT930,482,6,10,207.70,"2,077.00",128.77
SO - 0010634,3/13/2015,15,Wholesale,USD,GUT930,961,23,11,"1,192.60","13,118.60",644.00
SO - 0009209,3/13/2015,97,Wholesale,USD,NXH382,980,25,12,207.70,"2,492.40",85.16
SO - 000843,3/14/2015,102,Wholesale,USD,AXW291,970,17,10,964.80,"9,648.00",665.71
SO - 0001332,3/14/2015,5,Distributor,USD,AXW291,546,5,11,"1,949.70","21,446.70","1,559.76"
SO - 0001730,3/14/2015,111,Wholesale,USD,AXW291,131,4,5,"1,031.80","5,159.00",773.85
SO - 0005332,3/14/2015,4,Distributor,USD,AXW291,658,26,5,"3,323.20","16,616.00","1,860.99"
SO - 0005620,3/14/2015,147,Distributor,USD,AXW291,671,3,5,"1,286.40","6,432.00",630.34
SO - 0007036,3/14/2015,11,Export,USD,AXW291,517,30,7,"1,889.40","13,225.80",831.34
SO - 0007443,3/14/2015,156,Wholesale,USD,AXW291,268,8,5,"2,800.60","14,003.00","2,380.51"
SO - 0008604,3/14/2015,70,Export,USD,NXH382,347,25,7,234.50,"1,641.50",192.29
SO - 0001614,3/14/2015,143,Distributor,USD,GUT930,559,2,8,723.60,"5,788.80",376.27
SO - 0003388,3/14/2015,153,Export,USD,NXH382,253,3,11,268.00,"2,948.00",163.48
SO - 0003713,3/14/2015,23,Wholesale,USD,AXW291,117,30,6,"3,999.90","23,999.40","2,279.94"
SO - 0005285,3/14/2015,49,Wholesale,USD,GUT930,887,17,9,"1,038.50","9,346.50",498.48
SO - 0007298,3/14/2015,45,Export,USD,GUT930,913,15,5,"3,142.30","15,711.50","2,513.84"
SO - 0007304,3/14/2015,115,Distributor,USD,AXW291,478,25,11,"2,257.90","24,836.90","1,174.11"
SO - 0009858,3/14/2015,163,Export,USD,AXW291,807,4,8,"1,132.30","9,058.40",917.16
SO - 0002640,3/14/2015,169,Distributor,USD,GUT930,944,1,7,"2,358.40","16,508.80","1,462.21"
SO - 0002776,3/14/2015,87,Wholesale,USD,NXH382,577,6,8,"1,065.30","8,522.40",511.34
SO - 0002944,3/14/2015,109,Export,USD,GUT930,242,25,6,"2,968.10","17,808.60","2,344.80"
SO - 0005306,3/14/2015,132,Wholesale,USD,AXW291,519,16,5,254.60,"1,273.00",216.41
SO - 0007236,3/14/2015,117,Distributor,USD,NXH382,69,14,10,998.30,"9,983.00",808.62
SO - 0007303,3/14/2015,143,Distributor,USD,AXW291,709,5,12,"3,276.30","39,315.60","1,998.54"
SO - 0010553,3/14/2015,52,Wholesale,USD,FLR025,612,15,6,716.90,"4,301.40",509.00
SO - 0009218,3/14/2015,36,Wholesale,USD,AXW291,345,14,5,"1,742.00","8,710.00","1,463.28"
SO - 0010334,3/14/2015,94,Distributor,USD,AXW291,22,26,5,254.60,"1,273.00",175.67
SO - 000773,3/14/2015,99,Distributor,USD,AXW291,816,5,12,"3,055.20","36,662.40","1,497.05"
SO - 0002194,3/14/2015,159,Wholesale,USD,AXW291,642,20,7,"2,680.00","18,760.00","1,098.80"
SO - 0002454,3/14/2015,170,Distributor,USD,NXH382,449,2,10,938.00,"9,380.00",450.24
SO - 0005273,3/14/2015,140,Export,USD,NXH382,373,15,6,"1,058.60","6,351.60",868.05
SO - 0006271,3/14/2015,113,Distributor,USD,FLR025,13,15,9,"1,018.40","9,165.60",621.22
SO - 0006944,3/14/2015,134,Distributor,USD,AXW291,560,6,11,844.20,"9,286.20",709.13
SO - 0010387,3/14/2015,161,Export,USD,FLR025,456,25,10,"1,038.50","10,385.00",571.18
SO - 000341,3/14/2015,150,Export,USD,AXW291,319,22,12,"2,231.10","26,773.20","1,093.24"
SO - 000921,3/14/2015,127,Export,USD,FLR025,521,14,7,"3,819.00","26,733.00","3,207.96"
SO - 0009870,3/14/2015,145,Distributor,USD,AXW291,231,17,9,"3,852.50","34,672.50","2,311.50"
SO - 0008095,3/14/2015,62,Distributor,USD,GUT930,90,18,10,"6,070.20","60,702.00","4,127.74"
SO - 0009330,3/14/2015,71,Wholesale,USD,FLR025,753,13,10,"1,996.60","19,966.00","1,277.82"
SO - 000585,3/14/2015,35,Wholesale,USD,NXH382,472,7,9,"6,036.70","54,330.30","3,139.08"
SO - 0003070,3/14/2015,144,Wholesale,USD,AXW291,850,25,11,"1,246.20","13,708.20",797.57
SO - 0005229,3/14/2015,92,Distributor,USD,GUT930,56,16,9,"1,038.50","9,346.50",882.73
SO - 0005293,3/14/2015,17,Wholesale,USD,GUT930,610,3,10,"1,125.60","11,256.00",540.29
SO - 0005573,3/14/2015,100,Wholesale,USD,NXH382,884,14,5,"2,378.50","11,892.50","1,974.16"
SO - 0006557,3/14/2015,64,Distributor,USD,AXW291,913,2,8,817.40,"6,539.20",514.96
SO - 0006847,3/14/2015,13,Export,USD,AXW291,199,2,7,"2,988.20","20,917.40","2,390.56"
SO - 0010300,3/14/2015,98,Wholesale,USD,AXW291,427,24,10,"3,651.50","36,515.00","2,446.51"
SO - 0008879,3/14/2015,128,Wholesale,USD,AXW291,953,7,10,710.20,"7,102.00",497.14
SO - 0008582,3/14/2015,98,Distributor,USD,NXH382,406,26,9,"2,351.70","21,165.30","1,552.12"
SO - 0008565,3/14/2015,165,Wholesale,USD,NXH382,876,20,5,"5,514.10","27,570.50","2,536.49"
SO - 000515,3/15/2015,160,Wholesale,USD,AXW291,181,25,7,"1,829.10","12,803.70","1,463.28"
SO - 0002202,3/15/2015,74,Wholesale,USD,AXW291,558,3,9,"3,879.30","34,913.70","2,056.03"
SO - 0002495,3/15/2015,124,Wholesale,USD,AXW291,254,1,5,"1,748.70","8,743.50","1,381.47"
SO - 0003832,3/15/2015,106,Wholesale,USD,AXW291,617,18,11,"1,815.70","19,972.70",980.48
SO - 0005707,3/15/2015,64,Wholesale,USD,AXW291,367,3,6,"5,165.70","30,994.20","2,737.82"
SO - 0007980,3/15/2015,80,Distributor,USD,AXW291,26,27,12,"3,597.90","43,174.80","1,726.99"
SO - 0001954,3/15/2015,148,Wholesale,USD,GUT930,37,1,6,"1,072.00","6,432.00",889.76
SO - 0002950,3/15/2015,9,Wholesale,USD,AXW291,991,25,11,"3,865.90","42,524.90","1,932.95"
SO - 0005432,3/15/2015,48,Distributor,USD,NXH382,327,20,6,"5,380.10","32,280.60","2,205.84"
SO - 0009455,3/15/2015,65,Distributor,USD,AXW291,144,5,9,"3,939.60","35,456.40","2,481.95"
SO - 0010150,3/15/2015,135,Export,USD,GUT930,933,3,11,"1,098.80","12,086.80",813.11
SO - 0002451,3/15/2015,20,Wholesale,USD,FLR025,768,16,6,"3,946.30","23,677.80","2,012.61"
SO - 000942,3/15/2015,145,Distributor,USD,GUT930,819,26,9,"1,031.80","9,286.20",515.90
SO - 0001329,3/15/2015,170,Wholesale,USD,NXH382,442,5,5,"3,932.90","19,664.50","1,691.15"
SO - 0001426,3/15/2015,101,Wholesale,USD,AXW291,938,15,10,"6,157.30","61,573.00","4,186.96"
SO - 0001591,3/15/2015,6,Wholesale,USD,FLR025,297,4,7,"3,946.30","27,624.10","1,578.52"
SO - 0001864,3/15/2015,79,Distributor,USD,AXW291,862,17,8,"1,855.90","14,847.20","1,132.10"
SO - 0003835,3/15/2015,96,Wholesale,USD,AXW291,692,13,11,180.90,"1,989.90",86.83
SO - 0005473,3/15/2015,133,Wholesale,USD,NXH382,298,26,10,241.20,"2,412.00",166.43
SO - 0007896,3/15/2015,170,Distributor,USD,AXW291,148,12,12,"2,257.90","27,094.80","1,716.00"
SO - 0001202,3/15/2015,38,Distributor,USD,GUT930,796,1,9,"1,896.10","17,064.90","1,573.76"
SO - 0009594,3/15/2015,154,Distributor,USD,GUT930,679,3,11,"1,058.60","11,644.60",889.22
SO - 0001239,3/15/2015,39,Wholesale,USD,FLR025,215,8,7,857.60,"6,003.20",668.93
SO - 0001708,3/15/2015,64,Wholesale,USD,FLR025,11,6,7,"1,139.00","7,973.00",797.30
SO - 0004290,3/15/2015,49,Export,USD,AXW291,622,25,6,"1,735.30","10,411.80",850.30
SO - 0010269,3/15/2015,153,Wholesale,USD,NXH382,219,27,9,"2,231.10","20,079.90","1,338.66"
SO - 0002858,3/16/2015,26,Wholesale,USD,AXW291,812,11,8,201.00,"1,608.00",104.52
SO - 0004288,3/16/2015,29,Export,USD,AXW291,824,3,5,221.10,"1,105.50",152.56
SO - 0005962,3/16/2015,94,Wholesale,USD,AXW291,574,25,9,"5,594.50","50,350.50","4,083.99"
SO - 0007497,3/16/2015,110,Wholesale,USD,AXW291,411,1,6,"4,020.00","24,120.00","2,653.20"
SO - 0009716,3/16/2015,57,Export,USD,GUT930,339,26,12,"1,822.40","21,868.80","1,093.44"
SO - 0009718,3/16/2015,107,Distributor,USD,FLR025,185,4,11,"2,787.20","30,659.20","1,839.55"
SO - 0009872,3/16/2015,110,Distributor,USD,AXW291,949,3,5,"1,996.60","9,983.00","1,078.16"
SO - 000232,3/16/2015,70,Wholesale,USD,GUT930,179,26,7,"1,112.20","7,785.40",811.91
SO - 0002059,3/16/2015,101,Wholesale,USD,NXH382,600,3,9,"1,018.40","9,165.60",407.36
SO - 0002804,3/16/2015,25,Wholesale,USD,FLR025,956,27,7,"1,085.40","7,597.80",520.99
SO - 0003937,3/16/2015,84,Export,USD,NXH382,194,30,8,"5,601.20","44,809.60","2,296.49"
SO - 0006426,3/16/2015,84,Wholesale,USD,AXW291,12,25,11,"1,011.70","11,128.70",819.48
SO - 0009977,3/16/2015,112,Wholesale,USD,NXH382,687,27,10,"3,932.90","39,329.00","2,084.44"
SO - 0001225,3/16/2015,17,Wholesale,USD,FLR025,201,14,12,"3,892.70","46,712.40","1,868.50"
SO - 0002688,3/16/2015,121,Distributor,USD,NXH382,210,15,12,924.60,"11,095.20",591.74
SO - 0004146,3/16/2015,122,Export,USD,GUT930,986,5,11,"3,725.20","40,977.20","2,458.63"
SO - 0006136,3/16/2015,126,Wholesale,USD,AXW291,913,2,11,"3,865.90","42,524.90","2,087.59"
SO - 0006342,3/16/2015,35,Wholesale,USD,AXW291,277,13,11,"2,626.40","28,890.40","1,891.01"
SO - 0006921,3/16/2015,104,Wholesale,USD,GUT930,956,20,10,227.80,"2,278.00",95.68
SO - 0007109,3/16/2015,38,Wholesale,USD,AXW291,56,26,11,"1,199.30","13,192.30",515.70
SO - 0009990,3/16/2015,65,Wholesale,USD,GUT930,29,30,11,991.60,"10,907.60",644.54
SO - 000151,3/16/2015,19,Export,USD,AXW291,265,3,6,"2,278.00","13,668.00","1,822.40"
SO - 0001222,3/16/2015,175,Export,USD,AXW291,275,14,6,"1,051.90","6,311.40",820.48
SO - 0002550,3/16/2015,168,Export,USD,GUT930,517,12,10,"1,715.20","17,152.00","1,337.86"
SO - 0002656,3/16/2015,164,Wholesale,USD,NXH382,652,5,6,"2,291.40","13,748.40","1,649.81"
SO - 0003566,3/16/2015,66,Wholesale,USD,NXH382,587,10,6,"1,788.90","10,733.40","1,431.12"
SO - 0004946,3/16/2015,28,Wholesale,USD,GUT930,942,1,5,"1,748.70","8,743.50",909.32
SO - 0005465,3/16/2015,30,Export,USD,NXH382,825,8,12,"1,159.10","13,909.20",822.96
SO - 0005491,3/16/2015,91,Wholesale,USD,GUT930,12,29,7,"1,045.20","7,316.40",616.67
SO - 0006309,3/16/2015,147,Distributor,USD,FLR025,910,18,7,958.10,"6,706.70",747.32
SO - 0007203,3/16/2015,166,Wholesale,USD,GUT930,42,5,10,"2,579.50","25,795.00","1,315.55"
SO - 0008482,3/16/2015,131,Export,USD,AXW291,585,1,5,"1,192.60","5,963.00",477.04
SO - 0009671,3/16/2015,98,Distributor,USD,AXW291,851,5,7,"1,105.50","7,738.50",928.62
SO - 0001293,3/16/2015,168,Wholesale,USD,NXH382,282,14,8,683.40,"5,467.20",396.37
SO - 0002913,3/16/2015,150,Export,USD,FLR025,491,19,7,857.60,"6,003.20",617.47
SO - 0009662,3/16/2015,76,Export,USD,FLR025,811,18,6,"3,986.50","23,919.00","2,511.50"
SO - 0010748,3/16/2015,51,Wholesale,USD,FLR025,680,25,11,214.40,"2,358.40",126.50
SO - 0010127,3/16/2015,123,Wholesale,USD,GUT930,509,15,12,247.90,"2,974.80",153.70
SO - 0004112,3/16/2015,143,Distributor,USD,NXH382,913,3,6,"1,025.10","6,150.60",553.55
SO - 0005540,3/16/2015,96,Export,USD,AXW291,466,5,11,"3,993.20","43,925.20","3,354.29"
SO - 0005721,3/16/2015,128,Wholesale,USD,AXW291,193,26,12,"4,006.60","48,079.20","3,125.15"
SO - 000104,3/17/2015,76,Export,USD,AXW291,819,2,6,"2,324.90","13,949.40","1,464.69"
SO - 000175,3/17/2015,72,Wholesale,USD,AXW291,699,6,11,"2,224.40","24,468.40","1,579.32"
SO - 0004590,3/17/2015,32,Distributor,USD,AXW291,201,4,10,871.00,"8,710.00",688.09
SO - 0006136,3/17/2015,126,Wholesale,USD,AXW291,976,2,11,"3,865.90","42,524.90","2,087.59"
SO - 0007019,3/17/2015,63,Wholesale,USD,AXW291,744,21,6,964.80,"5,788.80",578.88
SO - 0010740,3/17/2015,4,Distributor,USD,NXH382,325,4,8,"3,966.40","31,731.20","1,626.22"
SO - 0008848,3/17/2015,34,Wholesale,USD,NXH382,387,26,10,167.50,"1,675.00",117.25
SO - 0008303,3/17/2015,57,Wholesale,USD,AXW291,489,11,12,"1,762.10","21,145.20","1,180.61"
SO - 0001471,3/17/2015,114,Wholesale,USD,AXW291,252,3,5,"3,906.10","19,530.50","2,304.60"
SO - 0003541,3/17/2015,112,Export,USD,GUT930,939,3,6,"2,505.80","15,034.80","1,678.89"
SO - 0009089,3/17/2015,33,Wholesale,USD,NXH382,379,1,8,268.00,"2,144.00",147.40
SO - 0010626,3/17/2015,22,Wholesale,USD,GUT930,229,22,10,"2,981.50","29,815.00","1,759.09"
SO - 0001456,3/17/2015,66,Wholesale,USD,AXW291,143,16,10,"3,932.90","39,329.00","2,713.70"
SO - 0001548,3/17/2015,121,Export,USD,NXH382,208,26,6,"2,257.90","13,547.40","1,128.95"
SO - 0001640,3/17/2015,7,Wholesale,USD,GUT930,29,2,9,"2,613.00","23,517.00","2,168.79"
SO - 0002225,3/17/2015,128,Wholesale,USD,NXH382,206,18,7,"1,869.30","13,085.10","1,084.19"
SO - 0002737,3/17/2015,147,Wholesale,USD,AXW291,691,3,10,"1,232.80","12,328.00",678.04
SO - 0003091,3/17/2015,135,Wholesale,USD,GUT930,352,17,5,"6,083.60","30,418.00","3,041.80"
SO - 0003906,3/17/2015,138,Wholesale,USD,AXW291,444,15,11,167.50,"1,842.50",112.23
SO - 0004188,3/17/2015,68,Distributor,USD,NXH382,645,10,9,971.50,"8,743.50",437.18
SO - 0004756,3/17/2015,53,Distributor,USD,GUT930,545,1,10,"5,051.80","50,518.00","2,020.72"
SO - 0005433,3/17/2015,125,Wholesale,USD,NXH382,518,25,8,"3,611.30","28,890.40","2,058.44"
SO - 0007384,3/17/2015,51,Wholesale,USD,AXW291,23,21,6,837.50,"5,025.00",619.75
SO - 000407,3/17/2015,39,Export,USD,FLR025,936,16,6,"1,842.50","11,055.00","1,050.23"
SO - 0001155,3/17/2015,32,Wholesale,USD,AXW291,844,18,9,"1,038.50","9,346.50",643.87
SO - 0001566,3/17/2015,16,Wholesale,USD,FLR025,332,7,9,"3,410.30","30,692.70","2,387.21"
SO - 0001683,3/17/2015,1,Wholesale,USD,NXH382,692,29,8,"3,926.20","31,409.60","2,630.55"
SO - 0001775,3/17/2015,75,Wholesale,USD,FLR025,839,25,6,"1,159.10","6,954.60",753.42
SO - 0002250,3/17/2015,61,Wholesale,USD,NXH382,633,15,8,703.50,"5,628.00",576.87
SO - 0003101,3/17/2015,64,Wholesale,USD,GUT930,728,15,10,884.40,"8,844.00",512.95
SO - 0001519,3/17/2015,45,Distributor,USD,NXH382,454,4,9,"1,956.40","17,607.60","1,076.02"
SO - 0003145,3/17/2015,41,Export,USD,AXW291,929,13,8,"1,889.40","15,115.20","1,209.22"
SO - 0004123,3/17/2015,166,Wholesale,USD,NXH382,488,9,9,174.20,"1,567.80",108.00
SO - 0005116,3/17/2015,22,Distributor,USD,GUT930,48,20,11,"2,639.80","29,037.80","1,689.47"
SO - 0006526,3/17/2015,76,Wholesale,USD,AXW291,127,14,5,"1,782.20","8,911.00","1,283.18"
SO - 0007098,3/17/2015,36,Wholesale,USD,AXW291,313,6,6,"1,139.00","6,834.00",865.64
SO - 0008737,3/17/2015,89,Distributor,USD,NXH382,411,7,10,"2,974.80","29,748.00","1,546.90"
SO - 0009660,3/17/2015,76,Wholesale,USD,AXW291,329,14,5,"1,782.20","8,911.00","1,283.18"
SO - 0008430,3/17/2015,175,Wholesale,USD,AXW291,125,7,7,"1,005.00","7,035.00",713.55
SO - 0004357,3/17/2015,71,Wholesale,USD,AXW291,563,23,11,"1,152.40","12,676.40",737.54
SO - 0005242,3/17/2015,94,Wholesale,USD,AXW291,973,13,8,214.40,"1,715.20",96.48
SO - 0005757,3/17/2015,39,Distributor,USD,NXH382,925,20,9,971.50,"8,743.50",816.06
SO - 0006669,3/17/2015,122,Distributor,USD,AXW291,944,3,9,790.60,"7,115.40",347.86
SO - 0007183,3/17/2015,144,Distributor,USD,AXW291,945,13,9,268.00,"2,412.00",222.44
SO - 0008715,3/17/2015,2,Wholesale,USD,NXH382,708,10,6,"1,855.90","11,135.40",816.60
SO - 000566,3/18/2015,168,Wholesale,USD,AXW291,318,29,8,"1,996.60","15,972.80",898.47
SO - 0002211,3/18/2015,114,Wholesale,USD,AXW291,253,11,9,"2,010.00","18,090.00","1,386.90"
SO - 0002474,3/18/2015,14,Wholesale,USD,AXW291,856,13,5,"1,762.10","8,810.50","1,215.85"
SO - 0002683,3/18/2015,125,Export,USD,AXW291,740,14,12,"2,914.50","34,974.00","1,311.53"
SO - 0003605,3/18/2015,23,Wholesale,USD,AXW291,177,12,11,884.40,"9,728.40",742.90
SO - 0003703,3/18/2015,5,Wholesale,USD,AXW291,64,14,8,247.90,"1,983.20",168.57
SO - 0005965,3/18/2015,108,Export,USD,AXW291,528,26,6,"1,748.70","10,492.20",944.30
SO - 0007778,3/18/2015,63,Distributor,USD,AXW291,688,25,12,"5,266.20","63,194.40","2,211.80"
SO - 0007798,3/18/2015,24,Distributor,USD,AXW291,712,14,11,"1,085.40","11,939.40",510.14
SO - 0008933,3/18/2015,109,Export,USD,GUT930,555,19,11,167.50,"1,842.50",132.33
SO - 000130,3/18/2015,103,Wholesale,USD,AXW291,975,7,6,"2,901.10","17,406.60","2,378.90"
SO - 0005055,3/18/2015,99,Export,USD,FLR025,798,1,10,"1,011.70","10,117.00",819.48
SO - 0009253,3/18/2015,92,Distributor,USD,AXW291,253,1,9,"2,244.50","20,200.50","1,391.59"
SO - 0009324,3/18/2015,165,Distributor,USD,NXH382,581,15,11,187.60,"2,063.60",93.80
SO - 0009303,3/18/2015,26,Wholesale,USD,FLR025,224,16,12,837.50,"10,050.00",628.13
SO - 000805,3/18/2015,153,Export,USD,NXH382,341,2,6,837.50,"5,025.00",527.63
SO - 0004718,3/18/2015,162,Wholesale,USD,GUT930,52,19,6,"1,252.90","7,517.40","1,052.44"
SO - 0004780,3/18/2015,151,Distributor,USD,NXH382,176,24,7,911.20,"6,378.40",428.26
SO - 0008132,3/18/2015,74,Distributor,USD,AXW291,724,6,12,911.20,"10,934.40",537.61
SO - 0009362,3/18/2015,47,Wholesale,USD,AXW291,241,30,8,"5,406.90","43,255.20","4,217.38"
SO - 0001402,3/18/2015,54,Wholesale,USD,AXW291,386,7,6,"2,264.60","13,587.60","1,494.64"
SO - 0001410,3/18/2015,139,Distributor,USD,AXW291,319,14,7,180.90,"1,266.30",85.02
SO - 0002444,3/18/2015,115,Wholesale,USD,NXH382,96,23,5,917.90,"4,589.50",440.59
SO - 0002729,3/18/2015,6,Distributor,USD,FLR025,976,16,8,"2,525.90","20,207.20","1,995.46"
SO - 0003583,3/18/2015,116,Wholesale,USD,AXW291,876,8,10,261.30,"2,613.00",167.23
SO - 0003604,3/18/2015,17,Export,USD,NXH382,960,26,11,"2,371.80","26,089.80","1,351.93"
SO - 0005005,3/18/2015,146,Wholesale,USD,AXW291,47,25,8,"1,916.20","15,329.60","1,341.34"
SO - 0006398,3/18/2015,152,Wholesale,USD,AXW291,728,7,6,"3,417.00","20,502.00","2,084.37"
SO - 0006415,3/18/2015,91,Export,USD,AXW291,74,4,9,"4,013.30","36,119.70","2,809.31"
SO - 0007335,3/18/2015,48,Distributor,USD,GUT930,290,25,6,"1,065.30","6,391.80",671.14
SO - 0010771,3/18/2015,107,Distributor,USD,AXW291,593,2,12,234.50,"2,814.00",126.63
SO - 0008986,3/18/2015,127,Wholesale,USD,AXW291,748,13,9,938.00,"8,442.00",750.40
SO - 0009485,3/18/2015,149,Distributor,USD,NXH382,263,13,9,"2,680.00","24,120.00","1,259.60"
SO - 0008575,3/18/2015,49,Distributor,USD,AXW291,226,10,9,958.10,"8,622.90",469.47
